user,day,label,logon_count,logon_offhours,logon_first_hour,logon_last_hour,device_connects,device_offhours,file_count,file_unique,file_offhours,file_exe,file_to_removable,file_ext_doc,file_ext_docx,file_ext_pdf,file_ext_zip,file_ext_jpg,file_ext_txt,file_ext_csv,email_count,email_external,email_attachments,email_attach_bytes,http_count,http_offhours,http_job_sites,http_leak_sites,http_malware_sites,http_cloud_upload,file_count_z,file_offhours_z,file_exe_z,file_to_removable_z,device_connects_z,device_offhours_z,logon_offhours_z,http_count_z,email_external_z,email_attach_bytes_z,logon_offhours_dt_z,device_offhours_dt_z,file_offhours_dt_z,file_count_dt_z,device_connects_dt_z,http_count_dt_z,o,c,e,a,n
GQP0743,2010-04-01,0,1,0,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,3.0,445418.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102169270144511,0.2727537394501475,0.0,0.0,0.0,0.0,0.0,0.0,47,39,19,39,25
CTW0500,2010-02-24,0,1,0,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,30.0,513865.0,162.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.217697453471508,1.0641736124184835,0.0,0.0,0.0,0.0,0.0,0.0,38,36,20,35,35
OCB0805,2010-06-16,0,1,0,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,257550.0,95.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718928200797197,-0.22844623266686293,0.0,0.0,0.0,0.0,0.0,0.0,37,33,42,16,18
NDM0417,2010-02-25,0,2,0,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,302743.0,95.0,0.0,3.0,0.0,14.0,0.0,-1.5609215007120056,0.0,0.0,-1.5609215007120056,-1.9677047288192824,0.0,0.0,0.0,-0.8280209920373193,0.6423733066924411,0.0,0.0,0.0,-1.5609215007120056,-1.9677047288192824,0.0,44,36,50,12,34
BLL0929,2010-04-28,0,1,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,284480.0,95.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.603692550120535,0.24944679627440033,0.0,0.0,0.0,0.0,0.0,0.0,44,49,10,41,39
TMA0069,2010-05-25,0,1,0,8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,264459.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3242356730706772,0.03009874682592921,0.0,0.0,0.0,0.0,0.0,0.0,33,38,42,14,33
RJM0381,2010-05-21,0,1,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,260473.0,95.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6299317138904811,-0.7618518623297459,0.0,0.0,0.0,0.0,0.0,0.0,41,47,44,41,25
LQC0479,2010-09-14,1,3,2,1,21,7.0,7.0,22.0,22.0,22.0,0.0,22.0,15.0,0.0,5.0,2.0,0.0,0.0,0.0,15.0,6.0,0.0,399589.0,165.0,26.0,12.0,1.0,0.0,0.0,22000000.0,22000000.0,0.0,22000000.0,7000000.0,7000000.0,2000000.0,8.398389548475517,-0.4857026928064942,-1.1104822036034627,2000000.0,7000000.0,22000000.0,22000000.0,7000000.0,8.398389548475517,27,38,34,17,36
CNM0800,2010-02-17,0,1,0,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,10.0,282690.0,95.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3266559555492643,0.5799728224219434,0.0,0.0,0.0,0.0,0.0,0.0,32,11,40,38,24
TNM0961,2010-10-27,1,2,0,7,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36158.0,20.0,0.0,5.0,0.0,0.0,0.0,-1.1386657590828313,0.0,0.0,-1.1386657590828313,2.125393381111868,0.0,0.0,3.2465022793626197,0.2855274153082519,-0.051240719765027164,0.0,0.0,0.0,-1.1386657590828313,2.125393381111868,3.2465022793626197,37,50,39,17,32
GAF0570,2010-09-23,0,2,0,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,269714.0,100.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7582357266245716,0.0002696464973763037,0.0,0.0,0.0,0.0,0.0,0.0,31,15,38,46,35
VEB0935,2010-06-04,0,1,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,273175.0,95.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5065803364429257,-0.010524201680995406,0.0,0.0,0.0,0.0,0.0,0.0,46,37,39,20,32
GCC0945,2010-07-08,0,1,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,18888.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9196901649249983,-1.710961108417325,0.0,0.0,0.0,0.0,0.0,0.0,30,39,18,25,27
KVS0425,2010-07-26,0,1,0,8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,268962.0,95.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3866651104931075,0.09662419112792144,0.0,0.0,0.0,0.0,0.0,0.0,20,19,21,30,35
SMW0084,2010-03-23,0,1,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,269299.0,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5726917966094153,0.16620547580492104,0.0,0.0,0.0,0.0,0.0,0.0,20,37,39,48,27
ZSK0258,2010-03-12,0,1,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,239553.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9717587896355527,-0.1446798497821511,0.0,0.0,0.0,0.0,0.0,0.0,38,35,21,37,25
FSB0399,2010-03-16,0,1,0,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0,291003.0,95.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9817086761623238,0.8708342621196998,0.0,0.0,0.0,0.0,0.0,0.0,23,22,15,37,26
WBC0192,2010-09-10,0,2,0,7,17,1.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,4.0,12.0,465868.0,150.0,0.0,0.0,0.0,0.0,10.0,1.1340069704523563,0.0,0.0,1.1340069704523563,0.9471451121823595,0.0,0.0,0.0,0.028756166604836746,0.6987747854833553,0.0,0.0,0.0,1.1340069704523563,0.9471451121823595,0.0,47,36,39,39,27
ESH0135,2010-06-04,0,1,0,8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,48478.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1243209274519794,1.857466873829688,0.0,0.0,0.0,0.0,0.0,0.0,35,22,32,44,28
XRS0633,2010-09-27,0,2,0,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,62433.0,29.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609521472815953,-1.4138287492629267,0.0,0.0,0.0,0.0,0.0,0.0,34,39,39,40,23
BCM0653,2010-02-17,0,1,0,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,80175.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2255594782406401,-0.5798100100463661,0.0,0.0,0.0,0.0,0.0,0.0,45,34,41,18,31
SAH0599,2010-04-07,0,1,0,8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,33445.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6952203371568312,0.7124628961472557,0.0,0.0,0.0,0.0,0.0,0.0,13,22,44,18,22
HXL0968,2010-09-03,1,1,0,7,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,23639.0,13.0,0.0,1.0,0.0,0.0,0.0,-1.3674521009135545,0.0,0.0,-1.3674521009135545,-0.059946225227775554,0.0,0.0,1.5703449610195053,-0.9831901469206433,-0.6669854626389987,0.0,0.0,0.0,-1.3674521009135545,-0.059946225227775554,1.5703449610195053,45,21,35,40,34
DIB0285,2010-08-13,1,1,0,9,18,3.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,329380.0,97.0,0.0,0.0,0.0,0.0,0.0,1.5453435658392232,0.0,0.0,1.5453435658392232,1.1857732098332376,0.0,0.0,-0.17566277940651753,1.2914482294548564,1.2658236969023036,0.0,0.0,0.0,1.5453435658392232,1.1857732098332376,-0.17566277940651753,13,45,17,50,29
ASM0575,2010-08-04,0,1,0,8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35705.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8597748268750431,0.37476045578140726,0.0,0.0,0.0,0.0,0.0,0.0,42,25,21,45,30
PSF0133,2010-08-06,1,1,0,9,18,3.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65086.0,18.0,0.0,4.0,0.0,0.0,0.0,1.526242094524909,0.0,0.0,1.526242094524909,0.8903628736510759,0.0,0.0,3.885282668094975,-0.9196901649249986,4.549329374132563,0.0,0.0,0.0,1.526242094524909,0.8903628736510759,3.885282668094975,42,40,11,36,33
BTR0403,2010-02-04,0,2,0,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,239246.0,95.0,0.0,0.0,0.0,0.0,0.0,-0.8186233476501482,0.0,0.0,-0.8186233476501482,-1.6278906614139796,0.0,0.0,0.0,-1.1658758015297583,-0.4459887906954292,0.0,0.0,0.0,-0.8186233476501482,-1.6278906614139796,0.0,47,47,21,17,28
MAE0331,2010-08-12,0,1,0,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,81049.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1463984780193424,-0.19882616274253267,0.0,0.0,0.0,0.0,0.0,0.0,36,39,18,12,28
BVC0790,2010-04-28,0,2,0,9,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,286821.0,95.0,0.0,5.0,0.0,0.0,0.0,-1.0292521133482369,-0.36910901785010963,-0.1825731858405326,-1.0292521133482369,0.1322731815097971,-0.4629561352842899,-0.5979410790044342,0.0,-0.623358787926453,0.49394822475603395,-0.32772961934617106,0.0,0.0,-0.9972316273460443,0.0,0.0,24,18,18,36,38
